Country Name,Country Code,Time,Time Code,"Population ages 15-64, total [SP.POP.1564.TO]",GDP (constant 2015 US$) [NY.GDP.MKTP.KD],"Population, total [SP.POP.TOTL]",Urban population [SP.URB.TOTL],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],"Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Lifetime risk of maternal death (%) [SH.MMR.RISK.ZS],Lifetime risk of maternal death (1 in: rate varies by country) [SH.MMR.RISK],Urban population growth (annual %) [SP.URB.GROW],Urban population living in areas where elevation is below 5 meters (% of total population) [EN.POP.EL5M.UR.ZS],Food production index (2014-2016 = 100) [AG.PRD.FOOD.XD],"CO2 emissions from electricity and heat production, total (% of total fuel combustion) [EN.CO2.ETOT.ZS]","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative) [SE.TER.CUAT.BA.MA.ZS]","Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Primary education, pupils [SE.PRM.ENRL]","Primary education, teachers [SE.PRM.TCHR]","Primary education, duration (years) [SE.PRM.DURS]"
Afghanistan,AFG,1960,YR1960,4788899,null,8622466,724373,8.401,33.285,31.87,32.535,null,null,null,null,null,null,null,null,null,null,null
Afghanistan,AFG,1961,YR1961,4877387,null,8790140,763336,8.684,33.813,32.409,33.068,null,null,5.239184823,null,41.48,null,null,null,null,null,null
Afghanistan,AFG,1962,YR1962,4971702,null,8969047,805062,8.976,34.297,32.883,33.547,null,null,5.322099176,null,41.81,null,null,null,null,null,null
Afghanistan,AFG,1963,YR1963,5067343,null,9157465,849446,9.276,34.773,33.346,34.016,null,null,5.36650792,null,41.62,null,null,null,null,null,null
Afghanistan,AFG,1964,YR1964,5162530,null,9355514,896820,9.586,35.246,33.828,34.494,null,null,5.427080074,null,45.13,null,null,null,null,null,null
Afghanistan,AFG,1965,YR1965,5255725,null,9565147,947332,9.904,35.702,34.289,34.953,null,null,5.47944395,null,47.25,null,null,null,null,null,null
Afghanistan,AFG,1966,YR1966,5347305,null,9783147,1001109,10.233,36.226,34.768,35.453,null,null,5.521405197,null,48.99,null,null,null,null,null,null
Afghanistan,AFG,1967,YR1967,5442953,null,10010030,1058060,10.57,36.711,35.225,35.924,null,null,5.532865709,null,53.67,null,null,null,null,null,null
Afghanistan,AFG,1968,YR1968,5544011,null,10247780,1118853,10.918,37.214,35.712,36.418,null,null,5.58670108,null,56.05,null,null,null,null,null,null
Afghanistan,AFG,1969,YR1969,5649463,null,10494489,1183254,11.275,37.701,36.206,36.91,null,null,5.596421691,null,56.76,null,null,null,null,null,null
Afghanistan,AFG,1970,YR1970,5761195,null,10752971,1251968,11.643,38.233,36.692,37.418,null,null,5.644844293,null,51.96,null,null,null,540685,13116,6
Afghanistan,AFG,1971,YR1971,5875339,null,11015857,1324216,12.021,38.76,37.178,37.923,null,null,5.610387296,null,48.72,null,null,1.160359979,572933,14651,6
Afghanistan,AFG,1972,YR1972,5993595,null,11286753,1400686,12.41,39.3,37.681,38.444,null,null,5.614153041,null,51.98,null,null,1.11717999,597509,14796,6
Afghanistan,AFG,1973,YR1973,6120994,null,11575305,1482681,12.809,39.857,38.241,39.003,null,null,5.688981889,null,55.88,null,null,1.427880049,624374,16293,6
Afghanistan,AFG,1974,YR1974,6250852,null,11869879,1569079,13.219,40.397,38.792,39.55,null,null,5.663688753,null,57.56,null,null,null,654209,17579,6
Afghanistan,AFG,1975,YR1975,6376579,null,12157386,1658389,13.641,40.938,39.35,40.1,null,null,5.535782619,null,59.2,null,null,1.30332005,692342,18558,6
Afghanistan,AFG,1976,YR1976,6491903,null,12425267,1748732,14.074,41.483,39.892,40.645,null,null,5.304430466,null,63.89,null,null,null,729667,20406,6
Afghanistan,AFG,1977,YR1977,6603844,null,12687301,1841815,14.517,42.044,40.492,41.228,null,null,5.18605446,null,57.35,null,null,null,764175,null,6
Afghanistan,AFG,1978,YR1978,6710175,null,12938862,1937336,14.973,41.685,39.022,40.271,null,null,5.056233502,null,61.67,null,null,null,810657,null,6
Afghanistan,AFG,1979,YR1979,6711038,null,12986369,2005355,15.442,41.143,37.314,39.086,null,null,3.450726894,null,60.93,null,null,1.73980999,null,null,6
Afghanistan,AFG,1980,YR1980,6430939,null,12486631,1997237,15.995,41.72,37.799,39.618,null,null,-0.405637703,null,61.28,null,null,1.840929985,959583,null,6
Afghanistan,AFG,1981,YR1981,5726741,null,11155195,1847523,16.562,42.295,38.312,40.164,null,null,-7.791890239,null,61.13,null,null,1.909170032,1024741,null,6
Afghanistan,AFG,1982,YR1982,5163712,null,10088289,1729839,17.147,40.833,35.212,37.766,null,null,-6.581748242,null,60.56,null,null,1.729979992,365458,null,6
Afghanistan,AFG,1983,YR1983,5081674,null,9951449,1766084,17.747,41.38,35.518,38.187,null,null,2.073632557,null,58.99,null,null,null,null,null,6
Afghanistan,AFG,1984,YR1984,5219865,null,10243686,1881253,18.365,37.974,29.793,33.329,null,null,6.317337803,null,56.58,null,null,null,447351,null,6
Afghanistan,AFG,1985,YR1985,5345522,null,10512221,1997007,18.997,38.316,29.896,33.55,null,null,5.971151549,null,52.78,null,null,null,479150,null,6
Afghanistan,AFG,1986,YR1986,5301692,null,10448442,2052805,19.647,42.909,36.389,39.396,null,null,2.755759089,null,48.32,null,null,null,512809,null,6
Afghanistan,AFG,1987,YR1987,5226926,null,10322758,2096965,20.314,43.453,36.739,39.844,null,null,2.12839107,null,50.05,null,null,null,null,null,6
Afghanistan,AFG,1988,YR1988,5246397,null,10383460,2180319,20.998,46.569,41.572,43.958,null,null,3.89801351,null,49.47,null,null,null,651622,null,6
Afghanistan,AFG,1989,YR1989,5380687,null,10673168,2250758,21.088,47.61,42.891,45.158,null,null,3.1795852,null,49.24,null,null,null,622135,17089,6
Afghanistan,AFG,1990,YR1990,5377229,null,10694796,2264837,21.177,48.397,43.709,45.967,null,null,0.623574329,0,53.02,null,null,null,622513,15106,6
Afghanistan,AFG,1991,YR1991,5384510,null,10745167,2285067,21.266,49.144,44.353,46.663,null,null,0.889255391,null,60.86,null,null,null,627888,null,6
Afghanistan,AFG,1992,YR1992,6019621,null,12057433,2574865,21.355,50.32,45.07,47.596,null,null,11.940176,null,58.98,null,null,null,null,null,6
Afghanistan,AFG,1993,YR1993,6964546,null,14003760,3002966,21.444,52.739,50.216,51.466,null,null,15.38033614,null,62.26,null,null,null,786532,16160,6
Afghanistan,AFG,1994,YR1994,7651708,null,15455555,3328199,21.534,53.544,49.531,51.495,null,null,10.28308499,null,65.83,null,null,null,1161444,20055,6
Afghanistan,AFG,1995,YR1995,8087000,null,16418912,3550426,21.624,54.087,51.039,52.544,null,null,6.463627944,null,68.75,null,null,null,1312197,null,6
Afghanistan,AFG,1996,YR1996,8379675,null,17106595,3714526,21.714,54.806,51.722,53.243,null,null,4.518348289,null,72.36,null,null,null,null,null,6
Afghanistan,AFG,1997,YR1997,8665271,null,17788819,3878852,21.805,55.151,52.153,53.634,null,null,4.328815439,null,77.46,null,null,null,null,null,6
Afghanistan,AFG,1998,YR1998,8959026,null,18493132,4049071,21.895,54.818,51.134,52.943,null,null,4.294823852,null,81.7,null,null,null,1046338,32593,6
Afghanistan,AFG,1999,YR1999,9284531,null,19262847,4235130,21.986,56.3,53.41,54.846,null,null,4.492655212,null,80.77,null,null,null,875605,26385,6
Afghanistan,AFG,2000,YR2000,9380032,null,19542982,4314700,22.078,56.858,53.762,55.298,10.4431962,10,1.8613773,0,68.7,null,null,null,749360,null,6
Afghanistan,AFG,2001,YR2001,9420854,null,19688632,4364773,22.169,57.344,54.272,55.798,9.488698809,11,1.153838615,null,62.42,null,null,null,773623,null,6
Afghanistan,AFG,2002,YR2002,10031307,7555180544,21000256,4674867,22.261,57.672,55.227,56.454,9.52510158,10,6.863452978,null,75.75,null,null,null,2667629,null,6
Afghanistan,AFG,2003,YR2003,10811839,8222475079,22645130,5061866,22.353,58.65,56.032,57.344,8.963874305,11,7.953447688,null,77.83,null,null,null,3781015,null,6
Afghanistan,AFG,2004,YR2004,11254197,8338750578,23553551,5299549,22.5,59.216,56.658,57.944,8.011810769,12,4.588653258,null,75.77,null,null,null,4430142,null,6
Afghanistan,AFG,2005,YR2005,11738147,9275168487,24411191,5542073,22.703,59.697,57.013,58.361,7.941541553,13,4.47468959,null,84.68,null,null,null,4318819,null,6
Afghanistan,AFG,2006,YR2006,12331417,9772076665,25442944,5828215,22.907,60.243,57.133,58.684,7.19546999,14,5.034216003,null,78.42,null,null,4.684760571,4669110,110313,6
Afghanistan,AFG,2007,YR2007,12433299,11123195212,25903301,5987030,23.113,60.909,57.342,59.111,7.069809664,14,2.688468426,null,85.87,null,null,4.174895287,4718077,110312,6
Afghanistan,AFG,2008,YR2008,12630067,11559778824,26427199,6162823,23.32,61.529,58.172,59.852,6.347188762,16,2.8939489,null,80.73,null,null,4.383672237,4974836,113763,6
Afghanistan,AFG,2009,YR2009,13239481,14032476596,27385307,6443215,23.528,61.892,58.82,60.364,5.731460814,17,4.449268736,null,93.57,null,null,4.810639858,4945632,115454,6
Afghanistan,AFG,2010,YR2010,13722048,16047882833,28189672,6691382,23.737,62.408,59.278,60.851,5.652984018,18,3.779279064,null,93,null,null,3.479449987,5279326,118858,6
Afghanistan,AFG,2011,YR2011,14437898,16116303750,29249157,7004588,23.948,62.993,59.825,61.419,5.572064152,18,4.574493314,null,88.65,null,null,3.462009907,5291624,121593,6
Afghanistan,AFG,2012,YR2012,15286716,18171501072,30466479,7360701,24.16,63.514,60.317,61.923,4.988908789,20,4.958980984,null,97.21,null,null,2.604199886,5767543,129093,6
Afghanistan,AFG,2013,YR2013,16000570,19189240448,31541209,7687539,24.373,64.027,60.791,62.417,4.922295725,20,4.344553352,null,94.29,null,null,3.454459906,5986268,130957,6
Afghanistan,AFG,2014,YR2014,16802817,19712059625,32716210,8043935,24.587,64.274,60.812,62.545,4.453923591,22,4.531768503,null,101.67,null,null,3.695219994,6217756,null,6
Afghanistan,AFG,2015,YR2015,17485014,19998143636,33753499,8371880,24.803,64.576,60.76,62.659,4.404231845,23,3.996007967,0,95.99,null,null,3.255800009,6199329,142880,6
Afghanistan,AFG,2016,YR2016,18038552,20450164516,34636207,8665979,25.02,65.096,61.193,63.136,4.266035786,23,3.452642906,null,102.34,null,null,4.543970108,6265011,140529,6
Afghanistan,AFG,2017,YR2017,18706224,20991481026,35643418,8999963,25.25,66.099,60.105,63.016,3.659659348,27,3.781556617,null,100.02,null,null,4.343190193,6350404,132347,6
Afghanistan,AFG,2018,YR2018,19401609,21241117623,36686784,9353296,25.495,66.458,59.923,63.081,3.565346761,28,3.850832833,null,96.07,null,null,null,6544906,134145,6
Afghanistan,AFG,2019,YR2019,20127704,22071985906,37769499,9727157,25.754,66.677,60.619,63.565,3.466369723,29,3.919286985,null,112.55,null,null,null,6777785,135751,6
Afghanistan,AFG,2020,YR2020,20957369,21553051297,38972230,10142913,26.026,65.432,59.866,62.575,3.130210006,32,4.185357062,null,118.09,null,null,null,null,null,6
Afghanistan,AFG,2021,YR2021,21722439,17091569680,40099462,10551772,26.314,65.279,58.915,61.982,null,null,3.951857289,null,113.74,null,4.250639915,null,null,null,6
Afghanistan,AFG,2022,YR2022,22404909,null,41128771,10946834,26.616,null,null,null,null,null,3.675647413,null,null,null,6.560190201,null,null,null,6
Albania,ALB,1960,YR1960,860262,null,1608800,493982,30.705,57.78,51.365,54.439,null,null,null,null,null,null,null,null,null,null,null
Albania,ALB,1961,YR1961,880985,null,1659800,513592,30.943,58.9,52.618,55.634,null,null,3.893009665,null,21.34,null,null,null,null,null,null
Albania,ALB,1962,YR1962,901816,null,1711319,530766,31.015,59.75,53.82,56.671,null,null,3.289207022,null,21.93,null,null,null,null,null,null
